CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Credit_Limit
717463608,Existing Customer,38,F,1,Unknown,Married,$40K - $60K,Blue,2346
715779333,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,4753
708117933,Attrited Customer,44,F,2,Graduate,Divorced,Less than $40K,Blue,1880
789563658,Existing Customer,64,M,0,College,Single,Less than $40K,Silver,12155
709239483,Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,2721
766456683,Existing Customer,51,F,1,Graduate,Married,Less than $40K,Blue,6160
779703258,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,2069
709719333,Existing Customer,41,M,2,High School,Single,$80K - $120K,Blue,28422
717016833,Existing Customer,39,M,4,Uneducated,Married,$80K - $120K,Blue,1438.3
711017433,Existing Customer,41,M,3,Graduate,Divorced,Less than $40K,Blue,1438.3
712777233,Attrited Customer,65,M,0,Graduate,Single,Unknown,Blue,1671
712706058,Attrited Customer,44,F,5,Graduate,Single,Less than $40K,Blue,1491
720905133,Attrited Customer,43,M,3,Graduate,Unknown,$80K - $120K,Blue,11422
712947333,Attrited Customer,54,F,4,Unknown,Married,Less than $40K,Blue,5139
806995683,Existing Customer,61,M,0,Doctorate,Single,$60K - $80K,Blue,4783
720575058,Existing Customer,47,M,3,Unknown,Single,$60K - $80K,Blue,2589
770828358,Existing Customer,38,M,1,Graduate,Unknown,$80K - $120K,Blue,8138
721361433,Existing Customer,51,F,3,Graduate,Married,Unknown,Blue,4502
770268933,Existing Customer,44,M,5,Unknown,Married,$60K - $80K,Silver,33521
789209283,Existing Customer,48,F,3,High School,Single,Less than $40K,Blue,4361
716204883,Existing Customer,53,M,4,College,Unknown,$60K - $80K,Blue,7026
715506258,Existing Customer,50,M,2,High School,Married,$80K - $120K,Blue,16388
711871758,Attrited Customer,30,F,1,Graduate,Married,Less than $40K,Blue,2905
772655733,Existing Customer,41,M,1,Uneducated,Single,$80K - $120K,Blue,2404
719519058,Attrited Customer,55,F,4,High School,Married,Less than $40K,Blue,1477
716873733,Attrited Customer,43,F,4,Post-Graduate,Divorced,Less than $40K,Blue,3556
780383358,Existing Customer,48,M,3,Graduate,Married,$60K - $80K,Blue,5649
718522308,Existing Customer,41,F,3,Post-Graduate,Unknown,$40K - $60K,Blue,14345
716308683,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,6524
719056833,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,2281
712303908,Existing Customer,47,F,4,College,Married,Less than $40K,Blue,2633
715572783,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,7693
713641233,Existing Customer,44,F,3,High School,Single,Unknown,Blue,10262
712854633,Existing Customer,49,F,2,Unknown,Single,Unknown,Blue,11320
779340183,Existing Customer,53,F,1,College,Single,Less than $40K,Blue,2482
771952683,Existing Customer,47,F,3,High School,Married,Less than $40K,Blue,3035
716639058,Existing Customer,51,M,2,Graduate,Single,$120K +,Blue,26308
779027733,Existing Customer,53,F,4,Unknown,Single,Less than $40K,Blue,6721
713368833,Existing Customer,49,M,2,College,Single,$60K - $80K,Blue,6205
713926308,Existing Customer,35,F,3,Uneducated,Single,Less than $40K,Blue,2624
720206658,Attrited Customer,40,F,3,Graduate,Married,Less than $40K,Blue,1479
708720558,Existing Customer,44,M,3,College,Married,$60K - $80K,Blue,4489
713857758,Attrited Customer,53,F,1,Graduate,Married,Unknown,Blue,5842
711255858,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,8777
798717783,Existing Customer,51,F,2,Unknown,Single,Less than $40K,Blue,3250
710674533,Attrited Customer,46,M,1,Uneducated,Married,$60K - $80K,Blue,15060
718642458,Existing Customer,40,M,4,High School,Unknown,$80K - $120K,Blue,2126
709788783,Existing Customer,47,M,4,Unknown,Divorced,$40K - $60K,Blue,4907
752199183,Existing Customer,51,F,1,Uneducated,Married,Unknown,Blue,3553
789707433,Existing Customer,41,F,4,High School,Single,Unknown,Blue,2515
717448383,Attrited Customer,41,M,4,Unknown,Single,$80K - $120K,Blue,4428
779468808,Existing Customer,43,M,1,High School,Married,$40K - $60K,Blue,1616
790000608,Existing Customer,64,F,1,Graduate,Single,Less than $40K,Blue,6723
770917608,Existing Customer,42,F,1,Uneducated,Married,Less than $40K,Blue,2756
716307558,Attrited Customer,50,F,3,High School,Married,Less than $40K,Blue,2897
719048133,Existing Customer,52,F,2,Uneducated,Married,Less than $40K,Blue,5456
771488583,Existing Customer,46,F,1,Graduate,Single,$40K - $60K,Blue,3569
717202908,Existing Customer,39,M,5,College,Married,$80K - $120K,Blue,34198
720696558,Existing Customer,44,M,2,Graduate,Single,$80K - $120K,Blue,34516
788989083,Existing Customer,57,F,3,College,Single,$40K - $60K,Blue,2817
720398958,Existing Customer,53,F,1,Uneducated,Single,Less than $40K,Blue,2126
716530533,Existing Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,2573
714499908,Existing Customer,45,F,3,Unknown,Married,$40K - $60K,Blue,2016
708879483,Existing Customer,48,F,1,College,Divorced,Less than $40K,Blue,4006
716044383,Existing Customer,41,F,3,High School,Unknown,Unknown,Blue,5869
781320783,Attrited Customer,47,M,2,Graduate,Divorced,$80K - $120K,Blue,4586
711657783,Existing Customer,50,F,2,College,Single,Less than $40K,Blue,1438.3
715423233,Existing Customer,46,M,5,Unknown,Married,$60K - $80K,Blue,1790
719264058,Existing Customer,51,F,0,Graduate,Married,Unknown,Blue,5862
711120333,Existing Customer,43,M,5,Unknown,Married,$60K - $80K,Blue,7411
714100008,Attrited Customer,47,F,2,College,Married,Less than $40K,Blue,5667
798030933,Existing Customer,47,M,4,College,Single,$60K - $80K,Blue,15594
708223383,Attrited Customer,47,F,3,High School,Married,Unknown,Blue,11410
708705783,Attrited Customer,47,M,3,Doctorate,Married,$60K - $80K,Blue,1584
778949133,Existing Customer,44,M,1,Uneducated,Married,$80K - $120K,Blue,13298
709017258,Attrited Customer,51,F,2,Unknown,Married,Less than $40K,Blue,2114
709161108,Attrited Customer,44,M,1,Unknown,Single,$60K - $80K,Blue,2540
716842908,Existing Customer,41,F,5,Uneducated,Single,Less than $40K,Blue,1762
787513533,Existing Customer,47,F,1,Uneducated,Married,Less than $40K,Blue,2245
717949983,Existing Customer,47,M,1,Uneducated,Married,$40K - $60K,Blue,8168
714089658,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,2238
718863258,Attrited Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,3881
717549408,Existing Customer,44,M,4,Graduate,Married,$80K - $120K,Blue,20485
807600633,Existing Customer,44,F,2,Doctorate,Divorced,Unknown,Blue,9856
770293758,Existing Customer,44,M,3,High School,Single,Less than $40K,Blue,2111
765584208,Existing Customer,43,F,3,Unknown,Divorced,Less than $40K,Blue,2905
811989858,Existing Customer,49,M,4,Uneducated,Unknown,$60K - $80K,Silver,32244
721276383,Existing Customer,47,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,5624
708585933,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,1656
713283933,Attrited Customer,42,M,2,Uneducated,Married,$40K - $60K,Blue,3032
714915633,Attrited Customer,42,M,0,High School,Single,$60K - $80K,Blue,15699
709236633,Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,6608
827948133,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Blue,5062
718946358,Existing Customer,44,M,3,Uneducated,Single,$40K - $60K,Blue,1547
714400308,Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Silver,11060
789670533,Existing Customer,41,F,2,High School,Married,$40K - $60K,Blue,1438.3
770942283,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,3670
827074758,Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue,1538
818326083,Existing Customer,54,F,3,High School,Married,$40K - $60K,Blue,1438.3
712292133,Attrited Customer,45,F,3,College,Married,Less than $40K,Blue,2330
709449333,Existing Customer,49,M,1,High School,Single,$60K - $80K,Blue,3170
788840283,Existing Customer,42,F,2,Post-Graduate,Divorced,Less than $40K,Blue,2120
716013858,Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,20231
712229283,Attrited Customer,48,F,4,Doctorate,Unknown,Unknown,Blue,1438.3
751422258,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,5583
715691808,Existing Customer,41,F,3,Uneducated,Divorced,Less than $40K,Blue,7764
794273283,Attrited Customer,51,M,3,Uneducated,Single,$80K - $120K,Blue,25670
788838033,Attrited Customer,45,M,2,College,Single,$60K - $80K,Blue,3841
712778658,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,2001
789580908,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,8512
778965183,Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,5869
714462558,Existing Customer,44,F,5,Unknown,Married,Unknown,Blue,5791
789013833,Attrited Customer,50,M,2,High School,Married,$120K +,Silver,34516
800869758,Existing Customer,49,M,3,Unknown,Married,$80K - $120K,Blue,2191
807426033,Existing Customer,37,M,2,Unknown,Single,$60K - $80K,Blue,2865
720091083,Existing Customer,43,M,4,Graduate,Married,$120K +,Blue,6467
711918033,Attrited Customer,37,F,3,Unknown,Married,Less than $40K,Blue,1468
709679658,Existing Customer,58,F,2,Graduate,Single,$40K - $60K,Blue,5386
779296908,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,1438.3
720682308,Existing Customer,59,F,0,Uneducated,Single,Unknown,Blue,5402
714084483,Attrited Customer,49,F,3,Uneducated,Single,Unknown,Blue,3855
719495958,Attrited Customer,42,F,1,Unknown,Married,Less than $40K,Blue,2983
789775308,Existing Customer,54,F,2,Doctorate,Divorced,Less than $40K,Blue,1438.3
714726858,Attrited Customer,31,F,0,Post-Graduate,Divorced,Less than $40K,Blue,4871
709749483,Existing Customer,40,F,2,Graduate,Unknown,Less than $40K,Blue,2636
710926383,Existing Customer,32,F,2,Post-Graduate,Married,$40K - $60K,Blue,1553
717172308,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,3304
771795933,Attrited Customer,49,M,4,Unknown,Single,$120K +,Blue,34516
785024808,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,3378
710277183,Existing Customer,34,F,3,Uneducated,Single,$40K - $60K,Blue,2313
714647808,Existing Customer,49,F,0,Graduate,Single,Less than $40K,Blue,2434
709857033,Existing Customer,60,F,1,College,Single,$40K - $60K,Blue,1438.3
714283458,Existing Customer,40,M,2,College,Single,$80K - $120K,Blue,14544
804829533,Attrited Customer,59,M,0,High School,Single,$60K - $80K,Blue,24621
716702358,Existing Customer,44,F,2,Unknown,Married,Less than $40K,Blue,2337
720028683,Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,2720
757044033,Existing Customer,44,M,2,Graduate,Unknown,$80K - $120K,Blue,1965
719672283,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,33122
719054733,Existing Customer,52,F,0,Post-Graduate,Single,Less than $40K,Blue,1438.3
793336383,Existing Customer,47,F,1,High School,Married,Less than $40K,Blue,2709
795599883,Attrited Customer,57,F,2,Uneducated,Married,Unknown,Blue,2404
715650783,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,4499
711819708,Attrited Customer,33,F,3,Post-Graduate,Unknown,Unknown,Blue,4734
713041683,Attrited Customer,55,M,2,Graduate,Married,$120K +,Blue,4697
779544708,Existing Customer,50,M,2,Unknown,Married,$120K +,Gold,34516
712967508,Existing Customer,47,M,3,Doctorate,Unknown,$60K - $80K,Blue,2572
710231433,Existing Customer,56,M,1,Uneducated,Unknown,$60K - $80K,Blue,3110
817960533,Existing Customer,41,M,4,Unknown,Married,$60K - $80K,Blue,1734
713431008,Existing Customer,46,F,5,High School,Married,Unknown,Blue,3562
709663608,Attrited Customer,43,F,1,Graduate,Married,Less than $40K,Blue,1536
754851783,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,19198
808743558,Existing Customer,42,F,3,High School,Married,Unknown,Blue,4540
778905033,Existing Customer,45,F,5,Graduate,Divorced,Less than $40K,Blue,1438.3
720844008,Existing Customer,54,F,4,Graduate,Single,Less than $40K,Blue,1990
714286383,Existing Customer,59,M,0,High School,Single,$120K +,Blue,3422
718767183,Existing Customer,45,F,4,Post-Graduate,Unknown,Less than $40K,Blue,2192
712707408,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,5152
789859833,Existing Customer,41,M,4,Doctorate,Unknown,Less than $40K,Blue,2515
812411058,Attrited Customer,49,F,0,Uneducated,Single,Less than $40K,Blue,2094
712311258,Existing Customer,48,F,3,Uneducated,Single,$40K - $60K,Blue,1906
778397358,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,5096
715340733,Existing Customer,39,M,1,High School,Unknown,$40K - $60K,Blue,2222
797495958,Existing Customer,42,F,3,Unknown,Unknown,$40K - $60K,Blue,3015
720384633,Existing Customer,48,M,3,Uneducated,Single,$40K - $60K,Blue,3786
810868758,Existing Customer,39,M,3,Uneducated,Married,$40K - $60K,Blue,12078
719105433,Existing Customer,48,F,3,College,Single,Unknown,Blue,6448
715609533,Attrited Customer,47,F,3,Unknown,Single,Less than $40K,Blue,5398
712160058,Attrited Customer,59,F,2,Uneducated,Married,Less than $40K,Blue,1438.3
779130108,Attrited Customer,33,F,0,Uneducated,Single,$40K - $60K,Blue,1438.3
712335858,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,2620
789643383,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,13435
717733158,Existing Customer,43,F,3,Doctorate,Married,Less than $40K,Blue,3186
713205108,Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,1950
719749083,Existing Customer,63,M,0,Doctorate,Single,Less than $40K,Blue,7098
811762383,Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,2250
708710283,Existing Customer,45,M,5,Doctorate,Married,$120K +,Silver,34516
708542283,Existing Customer,58,F,1,Doctorate,Married,Less than $40K,Blue,2495
720667383,Existing Customer,39,F,2,High School,Married,Less than $40K,Blue,3086
822952158,Existing Customer,53,F,2,Graduate,Married,Less than $40K,Blue,1520
716922633,Attrited Customer,38,M,2,Uneducated,Single,$120K +,Blue,4043
709081683,Existing Customer,65,M,1,High School,Single,Less than $40K,Blue,4599
710211783,Attrited Customer,38,F,4,Unknown,Married,Less than $40K,Blue,1438.3
720364158,Existing Customer,55,F,3,Graduate,Unknown,Unknown,Blue,7869
713064783,Existing Customer,60,F,1,Unknown,Unknown,$40K - $60K,Blue,5362
709873683,Existing Customer,60,M,0,Doctorate,Unknown,$40K - $60K,Silver,16541
758106108,Existing Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,7486
711445233,Existing Customer,42,F,5,Uneducated,Single,Less than $40K,Blue,1438.3
778912683,Existing Customer,51,F,2,Graduate,Single,Unknown,Blue,8365
780496833,Attrited Customer,56,F,1,College,Single,Less than $40K,Blue,2846
720057183,Existing Customer,49,F,4,Doctorate,Single,Less than $40K,Blue,7789
789081408,Attrited Customer,44,F,4,Uneducated,Single,Less than $40K,Blue,1438.3
720634683,Attrited Customer,48,F,2,College,Married,Unknown,Blue,2220
808732458,Existing Customer,48,M,3,Unknown,Married,$120K +,Blue,6626
719947533,Existing Customer,46,F,2,Graduate,Married,Unknown,Blue,5547
715452408,Existing Customer,37,F,2,Graduate,Divorced,Less than $40K,Blue,1734
718103733,Existing Customer,41,F,4,Unknown,Married,Less than $40K,Blue,2934
788705358,Existing Customer,44,M,4,High School,Married,$120K +,Blue,14527
772105608,Existing Customer,48,F,4,Uneducated,Single,Less than $40K,Blue,2646
718396533,Existing Customer,47,M,3,College,Single,$80K - $120K,Blue,8185
712949733,Existing Customer,46,M,5,High School,Single,$40K - $60K,Blue,6340
772036233,Existing Customer,62,M,1,Graduate,Single,$80K - $120K,Blue,5711
713285058,Existing Customer,46,F,3,Doctorate,Single,Less than $40K,Blue,2258
710289783,Attrited Customer,43,F,2,Uneducated,Divorced,Less than $40K,Blue,2086
780390108,Existing Customer,44,F,3,College,Married,$40K - $60K,Blue,3256
720585183,Existing Customer,50,M,3,High School,Married,$60K - $80K,Blue,14854
711831558,Existing Customer,49,M,4,College,Divorced,$120K +,Blue,7184
710854008,Existing Customer,48,M,3,Unknown,Unknown,$40K - $60K,Blue,6541
717017808,Existing Customer,62,M,0,Uneducated,Single,$40K - $60K,Blue,9065
823615983,Attrited Customer,54,M,2,Uneducated,Single,$40K - $60K,Blue,3682
807587433,Attrited Customer,56,F,2,Doctorate,Married,Less than $40K,Blue,1438.3
709987683,Attrited Customer,46,F,4,Graduate,Married,Unknown,Blue,2286
714435408,Existing Customer,57,M,3,High School,Single,$80K - $120K,Blue,12663
718994583,Existing Customer,48,F,2,College,Single,Less than $40K,Blue,1438.3
793616883,Existing Customer,39,F,5,Graduate,Single,Less than $40K,Blue,1438.3
779978283,Existing Customer,45,F,3,High School,Married,Unknown,Blue,5056
713370033,Attrited Customer,53,F,0,Graduate,Single,Less than $40K,Blue,1438.3
710482533,Existing Customer,26,M,0,Unknown,Married,$120K +,Blue,30928
778830933,Existing Customer,40,M,3,Graduate,Married,$80K - $120K,Blue,1804
736145283,Existing Customer,43,M,2,College,Married,$80K - $120K,Blue,1669
778718658,Existing Customer,33,F,2,High School,Divorced,Unknown,Blue,9725
719482008,Existing Customer,45,M,1,Uneducated,Single,$60K - $80K,Blue,21696
715004808,Existing Customer,49,F,2,High School,Married,Less than $40K,Blue,2992
720014358,Existing Customer,38,F,1,Doctorate,Single,Less than $40K,Blue,1934
718208358,Existing Customer,43,M,5,Uneducated,Married,$120K +,Blue,34516
713380308,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,1734
716477133,Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,1438.3
713949858,Attrited Customer,39,F,2,Doctorate,Married,Less than $40K,Blue,1438.3
827619933,Existing Customer,48,M,2,Uneducated,Single,$40K - $60K,Blue,9673
779135808,Existing Customer,56,F,2,Doctorate,Single,$40K - $60K,Blue,3609
719751483,Attrited Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,1438.3
708219858,Existing Customer,39,M,2,Graduate,Single,$40K - $60K,Blue,6423
779681433,Attrited Customer,48,F,3,Graduate,Married,$40K - $60K,Blue,14899
720169383,Existing Customer,52,F,2,College,Married,$40K - $60K,Blue,3224
718056033,Existing Customer,44,F,3,High School,Married,Less than $40K,Blue,4135
789226683,Existing Customer,44,M,1,Unknown,Married,$60K - $80K,Blue,4969
822902508,Existing Customer,41,F,3,College,Single,$40K - $60K,Blue,8376
780462183,Existing Customer,44,M,2,Unknown,Single,$80K - $120K,Blue,3454
715502808,Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,25944
788755158,Existing Customer,49,M,3,High School,Married,$60K - $80K,Blue,1438.3
780038058,Attrited Customer,38,F,0,High School,Single,Less than $40K,Blue,1556
709536483,Attrited Customer,57,M,3,Graduate,Married,$60K - $80K,Blue,8701
712563408,Attrited Customer,33,M,2,Uneducated,Single,$40K - $60K,Blue,5600
771222558,Existing Customer,45,F,3,Graduate,Unknown,Less than $40K,Blue,2900
708145908,Existing Customer,61,F,0,Graduate,Married,$40K - $60K,Blue,4906
717755058,Existing Customer,41,F,4,Doctorate,Single,Less than $40K,Blue,2687
789109983,Existing Customer,40,F,3,High School,Divorced,$40K - $60K,Blue,4464
802600233,Existing Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,1438.3
720449208,Existing Customer,34,F,1,College,Married,Less than $40K,Blue,2221
719557983,Existing Customer,42,M,4,Uneducated,Married,$60K - $80K,Blue,2966
766111383,Existing Customer,38,F,2,High School,Married,$40K - $60K,Blue,1593
789367083,Existing Customer,41,F,2,Uneducated,Single,Less than $40K,Blue,2450
710538183,Existing Customer,53,F,3,Graduate,Divorced,Less than $40K,Blue,1529
708534033,Existing Customer,45,F,3,Graduate,Single,$40K - $60K,Blue,6274
716739258,Existing Customer,43,F,4,Unknown,Single,Less than $40K,Blue,1438.3
788940558,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,2134
714722808,Existing Customer,50,M,1,College,Married,$80K - $120K,Blue,17158
713249883,Existing Customer,51,F,2,Uneducated,Married,$40K - $60K,Blue,3359
714207483,Existing Customer,47,M,3,Graduate,Married,$80K - $120K,Blue,11997
720068808,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Blue,3302
778601733,Attrited Customer,55,F,3,High School,Single,$40K - $60K,Blue,2687
709779258,Existing Customer,53,F,3,Post-Graduate,Married,Less than $40K,Blue,1438.3
713696808,Attrited Customer,46,F,3,High School,Married,Less than $40K,Blue,1801
720044658,Attrited Customer,53,M,1,Post-Graduate,Single,$60K - $80K,Blue,4573
716373483,Attrited Customer,48,F,5,Graduate,Married,Less than $40K,Blue,2860
714305508,Existing Customer,46,F,3,Uneducated,Married,$40K - $60K,Blue,13387
712202433,Existing Customer,46,F,2,High School,Single,Less than $40K,Blue,2283
716600733,Attrited Customer,47,F,4,Unknown,Married,Less than $40K,Blue,2033
778372158,Existing Customer,49,F,5,High School,Married,$40K - $60K,Blue,2506
714176133,Existing Customer,47,F,1,Uneducated,Single,Less than $40K,Blue,1438.3
708969633,Existing Customer,42,M,4,Uneducated,Unknown,$80K - $120K,Blue,2447
715765758,Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,1438.3
803097333,Existing Customer,41,M,2,Graduate,Married,$80K - $120K,Blue,10873
710411358,Attrited Customer,39,F,4,College,Married,$40K - $60K,Blue,7596
715660308,Attrited Customer,54,F,3,College,Married,Less than $40K,Blue,2921
711866358,Existing Customer,42,F,3,High School,Single,$40K - $60K,Blue,10136
710738883,Existing Customer,52,F,3,High School,Married,Less than $40K,Blue,2187
717822108,Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Blue,3302
714407058,Existing Customer,40,M,3,Uneducated,Divorced,$80K - $120K,Blue,30997
710744433,Existing Customer,48,F,1,Uneducated,Single,Less than $40K,Blue,2578
778959258,Attrited Customer,51,F,1,Unknown,Married,Less than $40K,Blue,1438.3
713320008,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Blue,3034
766795983,Existing Customer,46,F,1,Unknown,Single,Less than $40K,Blue,1438.3
716256483,Existing Customer,50,F,2,Graduate,Single,Unknown,Blue,2611
712364283,Existing Customer,54,F,2,Doctorate,Married,$40K - $60K,Blue,2222
714620358,Attrited Customer,37,F,2,Graduate,Divorced,Less than $40K,Blue,3328
709145958,Attrited Customer,43,F,3,Unknown,Married,Less than $40K,Blue,2440
709787733,Existing Customer,54,F,4,College,Single,Unknown,Blue,9723
809071083,Existing Customer,60,F,1,Graduate,Single,Less than $40K,Blue,2346
721165608,Existing Customer,51,M,2,Graduate,Married,$60K - $80K,Silver,26142
716668308,Attrited Customer,39,F,4,High School,Single,Unknown,Blue,12405
708760458,Existing Customer,47,M,1,High School,Single,$80K - $120K,Blue,17655
720333783,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,4941
789212883,Attrited Customer,30,F,1,Uneducated,Divorced,Less than $40K,Blue,1644
711341433,Existing Customer,34,F,2,Graduate,Single,Unknown,Blue,3095
720235608,Existing Customer,60,F,0,Graduate,Unknown,Less than $40K,Blue,3828
716890533,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,2182
708491508,Existing Customer,51,M,2,Unknown,Single,$60K - $80K,Blue,13906
718542858,Existing Customer,50,M,1,High School,Married,$80K - $120K,Blue,10588
717750858,Existing Customer,32,F,2,Post-Graduate,Single,Less than $40K,Blue,2973
712450008,Attrited Customer,50,F,2,Post-Graduate,Married,Unknown,Blue,4045
827628408,Existing Customer,40,M,4,Graduate,Married,$80K - $120K,Blue,2165
713492583,Attrited Customer,34,F,2,Graduate,Married,Less than $40K,Blue,5845
718054833,Existing Customer,50,M,2,Unknown,Single,$120K +,Blue,15341
788770908,Existing Customer,45,M,4,College,Married,$60K - $80K,Blue,3035
710175783,Existing Customer,45,F,3,High School,Single,Unknown,Blue,1986
715429608,Existing Customer,45,F,3,College,Married,Less than $40K,Blue,4602
714058308,Attrited Customer,43,F,5,Uneducated,Single,Less than $40K,Blue,2689
717965808,Existing Customer,65,M,0,Unknown,Single,$40K - $60K,Blue,9383
709265208,Existing Customer,47,F,4,Graduate,Single,Less than $40K,Blue,1438.3
713114133,Attrited Customer,42,F,2,Uneducated,Single,Less than $40K,Blue,1443
721349883,Existing Customer,51,F,4,Graduate,Single,Less than $40K,Blue,2847
758965158,Existing Customer,44,M,5,High School,Single,$80K - $120K,Blue,15638
749722908,Existing Customer,43,M,2,Post-Graduate,Married,$120K +,Blue,10700
709495833,Attrited Customer,44,F,2,Graduate,Single,Less than $40K,Blue,1438.3
717575958,Attrited Customer,50,F,1,Post-Graduate,Married,$40K - $60K,Blue,1694
714406158,Attrited Customer,53,F,3,High School,Divorced,Unknown,Blue,7939
767243208,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,2555
711515433,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,2850
720190908,Existing Customer,59,M,1,High School,Single,$60K - $80K,Blue,8973
818814933,Existing Customer,58,F,1,Unknown,Single,$40K - $60K,Blue,6960
719794383,Existing Customer,60,F,2,College,Married,Less than $40K,Blue,4167
709766808,Existing Customer,49,F,2,Uneducated,Married,Unknown,Blue,5099
709666908,Existing Customer,42,F,4,Graduate,Divorced,Unknown,Blue,2782
794653983,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,1480
716593533,Existing Customer,56,M,1,High School,Single,$80K - $120K,Blue,5070
714113658,Existing Customer,52,M,2,Unknown,Single,$80K - $120K,Blue,2757
708776658,Existing Customer,54,M,2,Unknown,Married,$80K - $120K,Blue,5774
712225008,Existing Customer,55,M,2,Graduate,Married,$60K - $80K,Blue,6054
787450758,Existing Customer,57,M,1,Unknown,Single,$60K - $80K,Blue,19090
789099783,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,2069
711751533,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,2447
708367908,Existing Customer,56,F,1,Uneducated,Married,Less than $40K,Blue,3022
714951858,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,4473
720436008,Existing Customer,54,F,1,Doctorate,Unknown,Less than $40K,Blue,5267
718984533,Existing Customer,37,M,3,Graduate,Single,$80K - $120K,Blue,7199
716982483,Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,1438.3
708681708,Attrited Customer,51,F,2,Unknown,Single,Less than $40K,Blue,3245
720202008,Existing Customer,47,F,5,Unknown,Single,$40K - $60K,Blue,3888
714483033,Existing Customer,45,F,5,Unknown,Married,Unknown,Blue,14728
711468708,Attrited Customer,38,F,4,High School,Single,$40K - $60K,Blue,1438.3
821724483,Attrited Customer,48,M,4,Unknown,Single,$40K - $60K,Blue,11272
716402508,Existing Customer,49,F,3,Graduate,Unknown,Less than $40K,Blue,2705
721189008,Existing Customer,41,M,4,Graduate,Married,$80K - $120K,Blue,12270
712867983,Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,3006
713814408,Existing Customer,39,M,2,Uneducated,Single,$80K - $120K,Blue,7901
716671983,Existing Customer,38,M,0,High School,Single,$80K - $120K,Blue,5983
708252108,Existing Customer,64,M,0,College,Single,$40K - $60K,Blue,7362
717212958,Existing Customer,55,M,2,Doctorate,Single,$80K - $120K,Blue,3046
713048733,Existing Customer,50,M,2,Uneducated,Married,$120K +,Blue,34516
779841483,Attrited Customer,55,F,1,Doctorate,Married,Unknown,Blue,12972
710701233,Existing Customer,44,F,5,Graduate,Single,Unknown,Blue,17785
718837683,Existing Customer,55,M,2,High School,Single,$120K +,Blue,3029
